BoxOffice,DVD,Production,Website,actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,type,writer,year
$138.8M,19-Apr-11,The Weinstein Company,http://www.kingsspeech.com/,"Colin Firth, Helena Bonham Carter, Derek Jacobi, Robert Portal",Won 4 Oscars. Another 113 wins & 155 nominations.,"UK, USA, Australia",Tom Hooper,"Biography, Drama, History",tt1504320,8.1,"412,538",English,88,"Tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stammer and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country through war.",http://ia.media-imdb.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg,R,25-Dec-10,118 min,The King's Speech,"Colin Firth gives a masterful performance in The King's Speech, a predictable but stylishly produced and rousing period drama.",246,certified,94,8.6,261,15,92,4.3,140650,movie,David Seidler (screenplay),2010
$257.8M,17-Jun-14,Warner Bros. Pictures,http://thelegomovie.warnerbros.com/,"Will Arnett, Elizabeth Banks, Craig Berry, Alison Brie",Nominated for 1 Oscar. Another 60 wins & 53 nominations.,"Australia, USA, Denmark","Phil Lord, Christopher Miller","Animation, Adventure, Comedy",tt1490017,7.8,"203,161",English,83,"An ordinary Lego construction worker, thought to be the prophesied 'Special', is recruited to join a quest to stop an evil tyrant from gluing the Lego universe into eternal stasis.",http://ia.media-imdb.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_SX300.jpg,PG,7-Feb-14,100 min,The Lego Movie,"Boasting beautiful animation, a charming voice cast, laugh-a-minute gags, and a surprisingly thoughtful story, The Lego Movie is colorful fun for all ages.",213,certified,96,8.1,222,9,87,4.3,211025,movie,"Phil Lord (screenplay), Christopher Miller (screenplay), Dan Hageman (story), Kevin Hageman (story), Phil Lord (story), Christopher Miller (story)",2014
N/A,7-Dec-99,Walt Disney Pictures,http://www.facebook.com/DisneyTheLittleMermaid,"Rene Auberjonois, Christopher Daniel Barnes, Jodi Benson, Pat Carroll",Won 2 Oscars. Another 10 wins & 7 nominations.,USA,"Ron Clements, John Musker","Animation, Family, Fantasy",tt0097757,7.6,"141,203","English, French",N/A,"Loosely based upon the story by Hans Christian Andersen. Ariel, youngest daughter of King Triton, is dissatisfied with life in the sea. She longs to be with the humans above the surface, and is often caught in arguments with her father over those &quot;barbaric fish-eaters&quot;. She goes to meet Ursula, the Sea Witch, to strike a deal, but Ursula has bigger plans for this mermaid and her father.",http://ia.media-imdb.com/images/M/MV5BNTAxMzY0MjI1Nl5BMl5BanBnXkFtZTgwMTU2NTYxMTE@._V1_SX300.jpg,G,17-Nov-89,83 min,The Little Mermaid,The Little Mermaid ushered in a new golden era for Disney animation with warm and charming hand-drawn characters and catchy musical sequences.,60,certified,92,8.1,65,5,88,3.6,897394,movie,"John Musker, Ron Clements, Hans Christian Andersen (fairy tale), Howard Ashman (additional dialogue), Gerrit Graham (additional dialogue), Sam Graham (additional dialogue), Chris Hubbell (additional dialogue)",1989
$78.0M,20-May-14,Sony Pictures,http://www.monumentsmenmovie.com/,"George Clooney, Matt Damon, Bill Murray, Cate Blanchett",3 wins & 2 nominations.,"USA, Germany",George Clooney,"Drama, War",tt2177771,6.1,"85,949","English, German, Russian, French, Flemish",52,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on an unlikely World War II platoon, tasked by FDR with going into Germany to rescue artistic masterpieces from Nazi thieves and returning them to their rightful owners. It would be an impossible mission: with the art trapped behind enemy lines, and with the German army under orders to destroy everything as the Reich fell, how could these guys - seven museum directors, curators, and art historians, all more familiar with Michelangelo than the M-1 - possibly hope to succeed? But as the Monuments Men, as they were called, found themselves in a race against time to avoid the destruction of 1000 years of culture, they would risk their lives to protect and defend mankind's greatest achievements.",http://ia.media-imdb.com/images/M/MV5BMjMxMjk4NTM1M15BMl5BanBnXkFtZTgwNjg0MjQ3MDE@._V1_SX300.jpg,PG-13,7-Feb-14,118 min,The Monuments Men,"Its intentions are noble and its cast is impressive, but neither can compensate for The Monuments Men's stiffly nostalgic tone and curiously slack narrative.",68,rotten,31,5.2,220,152,44,3.1,72112,movie,"George Clooney (screenplay), Grant Heslov (screenplay), Robert M. Edsel (book), Bret Witter (book)",2014
N/A,28-Sep-99,Universal Pictures,http://www.themummy.com,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",Nominated for 1 Oscar. Another 5 wins & 19 nominations.,USA,Stephen Sommers,"Action, Adventure, Fantasy",tt0120616,7,"286,682","English, Egyptian (Ancient), Arabic",48,"An English librarian called Evelyn Carnahan becomes interested in starting an archaeological dig at the ancient city of Hamunaptra. She gains the help of Rick O'Connell, after saving him from his death. What Evelyn, her brother Jonathan and Rick are unaware of is that another group of explorers are interested in the same dig. Unfortunately for everyone, this group ends up unleashing a curse which been laid on the dead High Priest Imhotep. Now 'The Mummy' is awake and it's going to take a lot more than guns to send him back to where he came from.",http://ia.media-imdb.com/images/M/MV5BMTcwMjQ3Mjk0MV5BMl5BanBnXkFtZTgwNzcxNTYxMTE@._V1_SX300.jpg,PG-13,7-May-99,125 min,The Mummy,"It's difficult to make a persuasive argument for The Mummy as any kind of meaningful cinematic achievement, but it's undeniably fun to watch.",46,rotten,55,5.7,83,37,75,3.4,943980,movie,"Stephen Sommers (screen story), Lloyd Fonvielle (screen story), Kevin Jarre (screen story), Stephen Sommers (screenplay)",1999
$56.2M,24-Apr-07,Miramax Films,http://www.thequeen-movie.com/,"Helen Mirren, James Cromwell, Alex Jennings, Roger Allam",Won 1 Oscar. Another 91 wins & 74 nominations.,"UK, USA, France, Italy",Stephen Frears,"Biography, Drama",tt0436697,7.4,"76,929","English, German, French",91,"Diana the 'People's Princess' has died in a car accident in Paris. The Queen and her family decide that for the best, they should remain hidden behind the closed doors of Balmoral Castle. The heartbroken public do not understand and request that the Queen comforts her people. This also puts pressure on newly elected Tony Blair, who constantly tries to convince the monarchy to address the public.",http://ia.media-imdb.com/images/M/MV5BMTQ3NTMxODg1Ml5BMl5BanBnXkFtZTcwMjEyMjczMQ@@._V1_SX300.jpg,PG-13,17-Nov-06,103 min,The Queen,"Full of wit, humor, and pathos, Stephen Frears' moving portrait of the British royals during the period after Princess Diana's death features not one but two remarkable performances, that of Helen Mirren as Queen Elizabeth II and Michael Sheen as the newly-ordained Prime Minister Tony Blair. They embody their characters and lay bare the motivations behind these prominent people, giving viewers a glimpse into the inner workings of the British monarchy.",179,certified,97,8.4,185,6,76,3.5,174552,movie,Peter Morgan,2006
N/A,31-Mar-15,RLJE/Image Entertainment,N/A,"Marisa Tomei, J.K. Simmons, Allison Janney, Hugh Grant",N/A,USA,Marc Lawrence,"Comedy, Romance",tt2509850,6.2,"4,886",English,51,"An Oscar-winning writer in a slump leaves Hollywood to teach screenwriting at a college on the East Coast, where he falls for a single mom taking classes there.",http://ia.media-imdb.com/images/M/MV5BMjQyMDAyODUxOV5BMl5BanBnXkFtZTgwODcxMDMxNDE@._V1_SX300.jpg,12A,13-Feb-15,107 min,The Rewrite,"The Rewrite's unremarkable plot is enlivened considerably by its likable cast, adding up to a comedy that coasts capably on the charms of Hugh Grant and his co-stars.",36,fresh,64,5.7,56,20,41,3.1,3809,movie,Marc Lawrence,2014
N/A,27-Jan-98,Columbia Pictures,N/A,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler",Nominated for 7 Oscars. Another 16 wins & 16 nominations.,USA,Frank Darabont,"Crime, Drama",tt0111161,9.3,"1,445,154",English,80,"Andy Dufresne is a young and successful banker whose life changes drastically when he is convicted and sentenced to life imprisonment for the murder of his wife and her lover. Set in the 1940's, the film shows how Andy, with the help of his friend Red, the prison entrepreneur, turns out to be a most unconventional prisoner.",http://ia.media-imdb.com/images/M/MV5BODU4MjU4NjIwNl5BMl5BanBnXkFtZTgwMDU2MjEyMDE@._V1_SX300.jpg,w,14-Oct-94,142 min,The Shawshank Redemption,"The Shawshank Redemption is an uplifting, deeply satisfying prison drama with sensitive direction and fine performances.",59,certified,91,8.2,65,6,98,4.4,877698,movie,"Stephen King (short story &quot;Rita Hayworth and Shawshank Redemption&quot;), Frank Darabont (screenplay)",1994
N/A,1-Jul-98,Orion Pictures Corporation,N/A,"Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz",Won 5 Oscars. Another 51 wins & 30 nominations.,USA,Jonathan Demme,"Drama, Thriller",tt0102926,8.6,"732,247",English,84,"Young FBI agent Clarice Starling is assigned to help find a missing woman to save her from a psychopathic serial killer who skins his victims. Clarice attempts to gain a better insight into the twisted mind of the killer by talking to another psychopath Hannibal Lecter, who used to be a respected psychiatrist. FBI agent Jack Crawford believes that Lecter, who is also a very powerful and clever mind manipulator, has the answers to their questions and can help locate the killer. However, Clarice must first gain Lecter's confidence before the inmate will give away any information.",http://ia.media-imdb.com/images/M/MV5BMTQ2NzkzMDI4OF5BMl5BanBnXkFtZTcwMDA0NzE1NA@@._V1_SX300.jpg,R,14-Feb-91,118 min,The Silence of the Lambs,"Director Jonathan Demme's smart, taut thriller teeters on the edge between psychological study and all-out horror, and benefits greatly from stellar performances by Anthony Hopkins and Jodie Foster.",68,certified,94,8.5,72,4,95,4.1,841007,movie,"Thomas Harris (novel), Ted Tally (screenplay)",1991
$183.0M,18-Dec-07,20th Century Fox,http://www.simpsonsmovie.com/,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith",Nominated for 1 Golden Globe. Another 7 wins & 26 nominations.,USA,David Silverman,"Animation, Adventure, Comedy",tt0462538,7.4,"232,315",English,80,"Homer adopts a pig who's run away from Krusty Burger after Krusty tried to have him slaughtered, naming the pig &quot;Spider Pig.&quot; At the same time, the lake is protected after the audience sink the barge Green Day are on with garbage after they mention the environment. Meanwhile, Spider Pig's waste has filled up a silo in just 2 days, apparently with Homer's help. Homer can't get to the dump quickly so dumps the silo in the lake, polluting it. Russ Cargill, the villainous boss of the EPA, gives Arnold Schwarzenegger 5 options, forcing him to choose 4 (which is, unfortunately, to destroy Springfield) and putting a dome over Springfield to prevent evacuation. Homer, however, has escaped, along with his family. Can he stop the evil Cargill from annihilating his home town, and his family, who have been forced to return to Springfield?",http://ia.media-imdb.com/images/M/MV5BMTgxMDczMTA5N15BMl5BanBnXkFtZTcwMzk1MzMzMw@@._V1_SX300.jpg,PG-13,27-Jul-07,87 min,The Simpsons Movie,"The Simpsons Movie contains the hearty laughs, biting satire, and honest portrayal of an American family that makes the show so popular. And it boasts slicker animation and polished writing that hearkens back to the show's glory days.",179,certified,90,7.6,199,20,77,3.7,1820576,movie,"James L. Brooks (screenplay), Matt Groening (screenplay), Al Jean (screenplay), Ian Maxtone-Graham (screenplay), George Meyer (screenplay), David Mirkin (screenplay), Mike Reiss (screenplay), Mike Scully (screenplay), Matt Selman (screenplay), John Swartzwelder (screenplay), Jon Vitti (screenplay), Joel H. Cohen (consultant writer), John Frink (consultant writer), Tim Long (consultant writer), Michael Price (consultant writer)",2007
$96.9M,11-Jan-11,Columbia Pictures,http://www.thesocialnetwork-movie.com/,"Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons",Won 3 Oscars. Another 163 wins & 131 nominations.,USA,David Fincher,"Biography, Drama",tt1285016,7.8,"409,073","English, French",95,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",http://ia.media-imdb.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_SX300.jpg,PG-13,1-Oct-10,120 min,The Social Network,"Impeccably scripted, beautifully directed, and filled with fine performances, The Social Network is a riveting, ambitious example of modern filmmaking at its finest.",275,certified,96,9,286,11,86,4.1,199111,movie,"Aaron Sorkin (screenplay), Ben Mezrich (book)",2010
N/A,27-Jun-00,Paramount Pictures,http://www.talentedmrripley.com,"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett",Nominated for 5 Oscars. Another 16 wins & 67 nominations.,USA,Anthony Minghella,"Crime, Drama, Thriller",tt0134119,7.3,"123,234","English, Italian",76,"The 1950s. Manhattan lavatory attendant, Tom Ripley, borrows a Princeton jacket to play piano at a garden party. When the wealthy father of a recent Princeton grad chats Tom up, Tom pretends to know the son and is soon offered $1,000 to go to Italy to convince Dickie Greenleaf to return home. In Italy, Tom attaches himself to Dickie and to Marge, Dickie's cultured fiancee, pretending to love jazz and harboring homoerotic hopes as he soaks in luxury. Besides lying, Tom's talents include impressions and forgery, so when the handsome and confident Dickie tires of Tom, dismissing him as a bore, Tom goes to extreme lengths to make Greenleaf's privileges his own.",http://ia.media-imdb.com/images/M/MV5BMTg5NzQ4ODU1OF5BMl5BanBnXkFtZTgwNjkxNTYxMTE@._V1_SX300.jpg,R,25-Dec-99,139 min,The Talented Mr. Ripley,"With Matt Damon's unsettling performance offering a darkly twisted counterpoint to Anthony Minghella's glossy direction, The Talented Mr. Ripley is a suspense thriller that lingers.",106,certified,83,7.3,128,22,80,3.4,130192,movie,"Patricia Highsmith (novel), Anthony Minghella (screenplay)",1999
$2.9M,23-Dec-14,IFC Films,http://www.ifcfilms.com/films/the-trip-to-italy,"Steve Coogan, Rob Brydon, Rosie Fellner, Claire Keelan",1 nomination.,UK,Michael Winterbottom,"Comedy, Drama",tt2967006,6.7,"8,207",English,75,"Years after their successful restaurant review tour of Northern Britain, Steve Coogan and Rob Brydon are commissioned for a new tour in Italy. Once again, the two comedy buddies/rivals take the landscape as well as the cuisine of that country in a trip filled with witty repartee and personal insecurities. Along the way, their own professional and personal lives comes in as these slightly older men's friendship comes through.",http://ia.media-imdb.com/images/M/MV5BNTAxMDQzNzA3Nl5BMl5BanBnXkFtZTgwNzU4MDk4MTE@._V1_SX300.jpg,NOT RATED,25-Apr-14,108 min,The Trip to Italy,"While perhaps not quite as fresh as Coogan and Brydon's original voyage in The Trip, The Trip to Italy still proves a thoroughly agreeable sequel.",90,certified,86,7.3,105,15,56,3.2,9005,movie,Michael Winterbottom,2014
N/A,7-Apr-15,Lionsgate Films,N/A,"Ryan Reynolds, Gemma Arterton, Anna Kendrick, Jacki Weaver",2 wins.,"USA, Germany",Marjane Satrapi,"Comedy, Crime, Thriller",tt1567437,6.3,"12,585",English,58,"Jerry (Ryan Reynolds) is that chipper guy clocking the nine-to-five at a bathtub factory, with the offbeat charm of anyone who could use a few friends. With the help of his court-appointed psychiatrist, he pursues his office crush (Gemma Arterton). However, the relationship takes a sudden, murderous turn after she stands him up for a date. Guided by his evil talking cat and benevolent talking dog, Jerry must decide whether to keep striving for normalcy, or indulge in a much more sinister path.",http://ia.media-imdb.com/images/M/MV5BMTQ2NTkzOTAzMV5BMl5BanBnXkFtZTgwMzc2NTAwNDE@._V1_SX300.jpg,R,6-Feb-15,103 min,The Voices,The Voices gives Ryan Reynolds an opportunity to deliver a highlight-reel performance -- and offers an off-kilter treat for fans of black comedies.,49,fresh,71,6.5,69,20,57,3.3,8467,movie,Michael R. Perry,2014
$2.3M,N/A,Warner Bros. Pictures,N/A,"Russell Crowe, Olga Kurylenko, Yilmaz Erdogan, Cem Yilmaz",3 wins & 5 nominations.,"Australia, USA, Turkey",Russell Crowe,"Drama, War",tt3007512,7.3,"31,259","English, Turkish, Greek, Russian",50,"After the Battle of Gallipoli, in 1915, an Australian farmer, Connor (Russell Crowe), travels to Turkey to find his 3 missing sons. While staying at a hotel in Istanbul, he meets Ayshe (Olga Kurylenko), the hotel manager. And tries to find a way to Gallipoli.",http://ia.media-imdb.com/images/M/MV5BMjMzODA4NDYzM15BMl5BanBnXkFtZTgwMTc0Mzc0NDE@._V1_SX300.jpg,R,26-Dec-14,111 min,The Water Diviner,"The Water Diviner finds Russell Crowe on somewhat uncertain footing as a director, but he's rescued by a strong performance from himself in the leading role.",72,fresh,61,6,119,47,64,3.5,8376,movie,"Andrew Knight, Andrew Anastasios",2014
N/A,9-Mar-15,N/A,http://www.wellgousa.com/white-haired-witch,"Bingbing Fan, Xiaoming Huang, Li Xinru, Wenzhuo Zhao",1 nomination.,China,Zhang Zhiliang,Fantasy,tt3465456,5,506,Chinese,N/A,"In the twilight of the Ming Dynasty, the Imperial court is plagued by corruption as tyrants rule over the land. With the Manchurians preying on a weakened empire, war is imminent. To save the victims from their suffering, sorceress Jade Raksha fights the soldiers that oppress people for their own gain. As payback, local government officials decide to pin the murder of Governor Zhuo Zhonglian on Jade, turning her and the members of her cult into wanted fugitives for a crime they didn't commit.",http://ia.media-imdb.com/images/M/MV5BMTUyNTY4NDc2MF5BMl5BanBnXkFtZTgwMDM2Nzg1NDE@._V1_SX300.jpg,N/A,25-Apr-14,104 min,The White Haired Witch of Lunar Kingdom,N/A,0,rotten,0,4.3,6,6,10,2.4,52,movie,Yusheng Liang,2014
$116.9M,25-Mar-14,Paramount Studios,http://www.thewolfofwallstreet.com/,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",Nominated for 5 Oscars. Another 37 wins & 118 nominations.,USA,Martin Scorsese,"Biography, Comedy, Crime",tt0993846,8.2,"586,585","English, French",75,"In The Wolf of Wall Street DiCaprio plays Belfort, a Long Island penny stockbroker who served 22 months in prison for defrauding investors in a massive 1990s securities scam that involved widespread corruption on Wall Street and in the corporate banking world, including shoe designer Steve Madden.",http://ia.media-imdb.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg,R,25-Dec-13,180 min,The Wolf of Wall Street,"Funny, self-referential, and irreverent to a fault, The Wolf of Wall Street finds Martin Scorsese and Leonardo DiCaprio at their most infectiously dynamic.",190,certified,77,7.7,247,57,82,4,173665,movie,"Terence Winter (screenplay), Jordan Belfort (book)",2013
N/A,4-Feb-03,MGM,N/A,"Susan Sarandon, Geena Davis, Harvey Keitel, Michael Madsen",Won 1 Oscar. Another 21 wins & 30 nominations.,"USA, France",Ridley Scott,"Adventure, Crime, Drama",tt0103074,7.4,"89,765",English,88,"Louise is working in a diner as a waitress and has some problems with her boyfriend Jimmy, who, as a musician, is always on the road. Thelma is married to Darryl who likes his wife to stay quiet in the kitchen so that he can watch football on TV. One day they decide to break out of their normal life and jump in the car and hit the road. Their journey, however, turns into a flight when Louise kills a man who threatens to rape Thelma. They decide to go to Mexico, but soon they are hunted by American police.",http://ia.media-imdb.com/images/M/MV5BMjIxNDgzMDE2MF5BMl5BanBnXkFtZTcwNzY5NTk1NA@@._V1_SX300.jpg,R,24-May-91,130 min,Thelma & Louise,"Simultaneously funny, heartbreaking, and peppered with action, Ridley Scott's Thelma & Louise is a potent, well-acted road movie that transcends the feminist message at its core.",54,certified,83,7.8,65,11,82,3.4,168641,movie,Callie Khouri,1991
$40.1M,8-Apr-08,Paramount Vantage,http://www.therewillbeblood.com,"Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer",Won 2 Oscars. Another 114 wins & 94 nominations.,USA,Paul Thomas Anderson,Drama,tt0469494,8.1,"320,052","English, American Sign Language",92,"The intersecting life stories of Daniel Plainview and Eli Sunday in early twentieth century California presents miner-turned-oilman Daniel Plainview, a driven man who will do whatever it takes to achieve his goals. He works hard but also takes advantage of those around him at their expense if need be. His business partner/son (H.W.) is, in reality, an &quot;acquired&quot; child whose true biological single-parent father (working on one of Daniel's rigs) died in a workplace accident. Daniel is deeply protective of H.W. if only for what H.W. brings to the partnership. Eli Sunday is one in a pair of twins whose family farm Daniel purchases for the major oil deposit located on it. Eli, a local preacher and a self-proclaimed faith healer, wants the money from the sale of the property to finance his own church. The lives of the two competitive men often clash as Daniel pumps oil off the property and tries to acquire all the surrounding land at bargain prices to be able to build a pipeline to the coast, and as Eli tries to build his own religious empire.",http://ia.media-imdb.com/images/M/MV5BMjA0NjE1ODEyNV5BMl5BanBnXkFtZTcwNDIzMzE5NQ@@._V1_SX300.jpg,R,25-Jan-08,158 min,There Will Be Blood,"Widely touted as a masterpiece, this sparse and sprawling epic about the underhanded 'heroes' of capitalism boasts incredible performances by leads Daniel Day-Lewis and Paul Dano, and is director Paul Thomas Anderson's best work to date.",194,certified,91,8.4,213,19,86,4,250703,movie,"Paul Thomas Anderson (screenplay), Upton Sinclair (novel)",2007
$206.4M,25-Feb-14,Walt Disney Pictures,http://www.facebook.com/ThorMovie,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",1 win & 18 nominations.,USA,Alan Taylor,"Action, Adventure, Fantasy",tt1981115,7.1,"327,534",English,54,"Thousands of years ago, a race of beings known as Dark Elves tried to send the universe into darkness by using a weapon known as the Aether. Warriors from Asgard stop them but their leader Malekith escapes to wait for another opportunity. The warriors find the Aether and since it cannot be destroyed, they try to hide it. In the present day, Jane Foster awaits the return of Thor although it has been two years since they last saw once another. In the meantime, Thor has been trying to bring peace to the nine realms. Jane discovers an anomaly similar to the one that brought Thor to Earth. She goes to investigate, finds a wormhole, and is sucked into it. Back on Asgard, Thor wishes to return to Earth but his father, Odin refuses to let him. Thor learns from Heimdall, who can see into all of the realms, that Jane disappeared. Thor then returns to Earth just as Jane reappears. However, when some policemen try to arrest her, an unknown energy repulses them. Thor then brings Jane to Asgard to find out what happened to her. When the energy is released again, they discover that when Jane disappeared, she crossed paths with the Aether and it entered her. Malekith, upon sensing that the time to strike is now, seeks out the Aether. He attacks Asgard and Thor's mother Frigga is killed protecting Jane. Odin wants to keep Jane on Asgard so that Malekith will come. Thor disagrees with his plan, so with his cohorts, he decides to take Jane away. He enlists the aid of his brother, Loki. Unfortunately, Loki's motivations remain unknown.",http://ia.media-imdb.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg,PG-13,8-Nov-13,112 min,Thor: The Dark World,"It may not be the finest film to come from the Marvel Universe, but Thor: The Dark World still offers plenty of the humor and high-stakes action that fans have come to expect.",146,fresh,65,6.2,223,77,78,3.9,303566,movie,"Christopher Yost (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), Don Payne (story), Robert Rodat (story), Stan Lee (comic book), Larry Lieber (comic book), Jack Kirby (comic book)",2013
$57.9M,10-Sep-12,Paramount Pictures,http://www.titanicmovie.com/,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates",Won 11 Oscars. Another 106 wins & 59 nominations.,USA,James Cameron,"Drama, Romance",tt0120338,7.7,"681,118","English, French, German, Swedish, Italian, Russian",74,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiance, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",http://ia.media-imdb.com/images/M/MV5BMjExNzM0NDM0N15BMl5BanBnXkFtZTcwMzkxOTUwNw@@._V1_SX300.jpg,PG-13,19-Dec-97,194 min,Titanic,"A mostly unqualified triumph for James Cameron, who offers a dizzying blend of spectacular visuals and old-fashioned melodrama.",157,certified,88,8,178,21,69,3.3,35791027,movie,James Cameron,1997
N/A,9-Nov-99,Paramount Home Video,N/A,"Chris Farley, David Spade, Brian Dennehy, Bo Derek",1 win & 2 nominations.,USA,Peter Segal,Comedy,tt0114694,7,"57,355",English,N/A,"Tommy Callahan Jr. is a slow-witted, clumsy guy who recently graduated college after attending for seven years. His father, Big Tom Callahan, owns an auto parts factory in Ohio. When Tommy arrives back home, he finds he has a position at the factory waiting for him. His dad also introduces Tommy to the new brake pad division of the factory and to Tommy's soon-to-be stepmother, Beverly, and her son Paul. But when Big Tom dies, the factory threatens to go under unless the new brake pads are to be sold. Therefore, Tommy must go on the road to sell them, along with the assistance of Richard, Big Tom's right-hand man. Will Tommy save the company, or will the factory, and the town, go under?",http://ia.media-imdb.com/images/M/MV5BMTM2Nzc2Njc5OV5BMl5BanBnXkFtZTYwMDMyNDk4._V1_SX300.jpg,PG-13,31-Mar-95,97 min,Tommy Boy,"Though it benefits from the comic charms of its two leads, Tommy Boy too often feels like a familiar sketch stretched thin.",18,rotten,44,5.2,41,23,90,3.6,251291,movie,"Bonnie Turner, Terry Turner",1995
N/A,24-Mar-98,Miramax Films,http://www.miramax.com/movie/trainspotting/,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd",Nominated for 1 Oscar. Another 20 wins & 18 nominations.,UK,Danny Boyle,Drama,tt0117951,8.2,"406,030",English,83,"A wild, freeform, Rabelaisian trip through the darkest recesses of Edinburgh low-life, focusing on Mark Renton and his attempt to give up his heroin habit, and how the latter affects his relationship with family and friends: Sean Connery wannabe Sick Boy, dimbulb Spud, psycho Begbie, 14-year-old girlfriend Diane, and clean-cut athlete Tommy, who's never touched drugs but can't help being curious about them...",http://ia.media-imdb.com/images/M/MV5BMTg2MzcxNTY3NV5BMl5BanBnXkFtZTgwOTQ5NDQxMDE@._V1_SX300.jpg,R,23-Feb-96,94 min,Trainspotting,"A brutal, often times funny, other times terrifying portrayal of drug addiction in Edinburgh. Not for the faint of heart, but well worth viewing as a realistic and entertaining reminder of the horrors of drug use.",67,certified,89,8.3,75,8,93,4,309711,movie,"Irvine Welsh (novel), John Hodge (screenplay)",1996
N/A,N/A,Focus Features,N/A,"Rooney Mara, Martin Sheen, Wagner Moura, Christiane Amanpour",Nominated for 1 BAFTA Film Award. Another 1 win & 2 nominations.,"UK, Brazil",Stephen Daldry,"Adventure, Comedy, Crime",tt1921149,7.1,"7,040","Portuguese, English",63,"When two trash-picking boys from Rio's slums find a wallet in amongst the daily detritus of their local dump, little do they imagine that their lives are about to change forever. But when the local police show up, offering a handsome reward for the wallet's return, the boys, Rafael and Gardo, realize that what they've found must be important.",http://ia.media-imdb.com/images/M/MV5BMzEwNTE1MDM3OV5BMl5BanBnXkFtZTgwODY4NzA3MjE@._V1_SX300.jpg,R,9-Oct-14,114 min,Trash,N/A,16,fresh,70,6.2,23,7,69,3.5,808,movie,"Felipe Braga (additional material), Richard Curtis (screenplay), Andy Mulligan (novel)",2014
